Bezirks-Nr.;Bezirkbezeichnung;BFS;Gemeinde;Glas;Metalle;Altoel;Total_Glas_Metalle_Altoel;Jahr_Datum;Jahr;Gesamtsteuerfuss_ohne_Kirchen;Durchschnitt_Steuerfuss_ueber_alle_Jahre;ANZAHL_PERSONEN_TOTAL;Glas_pro_Kopf;Metalle_pro_Kopf;Altoel_pro_Kopf;Total_Glas_Metalle_altoel_pro_kopf;Glas_pro_Kopf_durchschnitt;Metalle_pro_Kopf_durchschnitt;altoel_pro_Kopf_durchschnitt;total_pro_kopf_durchschnitt;Steuerfuss_aenderung;Steuerfuss_aenderung_prozentual;Glas_pro_Kopf_aenderung;Glas_pro_Kopf_aenderung_prozent;Metalle_pro_Kopf_aenderung;Metalle_pro_Kopf_aenderung_prozent;Altoel_pro_Kopf_aenderung;Altoel_pro_Kopf_aenderung_prozent;Total_Glas_Metalle_altoel_pro_kopf_aenderung;Total_Glas_Metalle_altoel_pro_kopf_aenderung_prozent
2; Andelfingen ;21; Adlikon ;12;1;1;14;01.01.2019;2019;130;121.08375;694;0.017291066;0.001440922;0.001440922;0.020172911;0.019163836;0.00329482;0.001571226;0.024063481;12;10.17%;-0.00761997;-30.59%;-0.00745588;-83.80%;-0.00033844;-19.02%;-0.01719364;-46.01%
2; Andelfingen ;21; Adlikon ;14;5;1;21;01.01.2012;2012;118;;562;0.024911032;0.008896797;0.001779359;0.037366548;;;;;;;;;;;;;;
2; Andelfingen ;21; Adlikon ;15;2;1;18;01.01.2013;2013;119.61;;573;0.02617801;0.003490401;0.001745201;0.031413613;;;;;;;;;;;;;;
2; Andelfingen ;21; Adlikon ;10;4;1;15;01.01.2014;2014;119.71;;609;0.016420361;0.006568144;0.001642036;0.024630542;;;;;;;;;;;;;;
2; Andelfingen ;21; Adlikon ;12;1;1;13;01.01.2015;2015;119.67;;662;0.018126888;0.001510574;0.001510574;0.019637462;;;;;;;;;;;;;;
2; Andelfingen ;21; Adlikon ;11;1;1;13;01.01.2016;2016;118.12;;662;0.016616314;0.001510574;0.001510574;0.019637462;;;;;;;;;;;;;;
2; Andelfingen ;21; Adlikon ;11;1;1;13;01.01.2017;2017;119.91;;655;0.016793893;0.001526718;0.001526718;0.019847328;;;;;;;;;;;;;;
2; Andelfingen ;21; Adlikon ;12;1;1;14;01.01.2018;2018;123.65;;707;0.016973126;0.001414427;0.001414427;0.01980198;;;;;;;;;;;;;;
7; Horgen ;131; Adliswil ;584;151;3;738;01.01.2019;2019;100;103.5;18869;0.030950236;0.008002544;0.000158991;0.039111771;0.031291842;0.009439205;0.000183354;0.040901025;-8;-7.41%;-0.00261091;-7.78%;-0.00222138;-21.73%;-0.00011883;-42.77%;-0.00495113;-11.24%
7; Horgen ;131; Adliswil ;604;184;5;793;01.01.2012;2012;108;;17997;0.033561149;0.010223926;0.000277824;0.044062899;;;;;;;;;;;;;;
7; Horgen ;131; Adliswil ;535;187;6;728;01.01.2013;2013;106;;18216;0.029369785;0.0102657;0.000329381;0.039964866;;;;;;;;;;;;;;
7; Horgen ;131; Adliswil ;529;195;4;728;01.01.2014;2014;104;;18381;0.028779718;0.010608781;0.000217616;0.039606115;;;;;;;;;;;;;;
7; Horgen ;131; Adliswil ;541;208;4;753;01.01.2015;2015;104;;18551;0.029162848;0.011212334;0.000215622;0.040590804;;;;;;;;;;;;;;
7; Horgen ;131; Adliswil ;602;171;2;774;01.01.2016;2016;104;;18651;0.03227709;0.009168409;0.000107233;0.041499115;;;;;;;;;;;;;;
7; Horgen ;131; Adliswil ;631;190;3;823;01.01.2017;2017;102;;18731;0.03368747;0.010143612;0.000160162;0.043937857;;;;;;;;;;;;;;
7; Horgen ;131; Adliswil ;608;110;0;718;01.01.2018;2018;100;;18681;0.032546438;0.005888336;0;0.038434773;;;;;;;;;;;;;;
5; Dietikon ;241; Aesch ;48;14;1;63;01.01.2019;2019;87;87;1661;0.028898254;0.008428657;0.000602047;0.037928958;0.029891714;0.00788945;0.000266973;0.037942473;0;0.00%;-0.0047805;-14.19%;0.00065664;8.45%;0.00060205;#DIV/0!;-0.00352182;-8.50%
5; Dietikon ;241; Aesch ;39;9;0;48;01.01.2012;2012;87;;1158;0.033678756;0.007772021;0;0.041450777;;;;;;;;;;;;;;
5; Dietikon ;241; Aesch ;38;7;0;44;01.01.2013;2013;87;;1183;0.032121724;0.00591716;0;0.037193576;;;;;;;;;;;;;;
5; Dietikon ;241; Aesch ;31;11;0;42;01.01.2014;2014;87;;1182;0.026226734;0.009306261;0;0.035532995;;;;;;;;;;;;;;
5; Dietikon ;241; Aesch ;37;10;0;47;01.01.2015;2015;87;;1198;0.030884808;0.008347245;0;0.039232053;;;;;;;;;;;;;;
5; Dietikon ;241; Aesch ;38;12;1;51;01.01.2016;2016;87;;1269;0.029944838;0.009456265;0.000788022;0.040189125;;;;;;;;;;;;;;
5; Dietikon ;241; Aesch ;39;10;1;50;01.01.2017;2017;87;;1341;0.029082774;0.007457122;0.000745712;0.037285608;;;;;;;;;;;;;;
5; Dietikon ;241; Aesch ;44;10;0;54;01.01.2018;2018;87;;1555;0.02829582;0.006430868;0;0.034726688;;;;;;;;;;;;;;
1; Affoltern ;1; Aeugst a.A. ;89;15;2;106;01.01.2019;2019;95;96.375;1981;0.044926805;0.007571933;0.001009591;0.053508329;0.042085342;0.005212237;0.000445292;0.047933072;-1;-1.04%;0.00357918;8.66%;0.00399868;111.91%;0.00049913;97.78%;0.00756652;16.47%
1; Affoltern ;1; Aeugst a.A. ;81;7;1;90;01.01.2012;2012;96;;1959;0.041347626;0.003573252;0.000510465;0.045941807;;;;;;;;;;;;;;
1; Affoltern ;1; Aeugst a.A. ;84;6;1;92;01.01.2013;2013;96;;1970;0.042639594;0.003045685;0.000507614;0.046700508;;;;;;;;;;;;;;
1; Affoltern ;1; Aeugst a.A. ;83;6;1;90;01.01.2014;2014;98;;1952;0.042520492;0.00307377;0.000512295;0.046106557;;;;;;;;;;;;;;
1; Affoltern ;1; Aeugst a.A. ;78;8;0;87;01.01.2015;2015;98;;1986;0.039274924;0.004028197;0;0.043806647;;;;;;;;;;;;;;
1; Affoltern ;1; Aeugst a.A. ;82;11;0;93;01.01.2016;2016;96;;1969;0.041645505;0.005586592;0;0.047232098;;;;;;;;;;;;;;
1; Affoltern ;1; Aeugst a.A. ;81;14;1;96;01.01.2017;2017;96;;1934;0.04188211;0.007238883;0.000517063;0.049638056;;;;;;;;;;;;;;
1; Affoltern ;1; Aeugst a.A. ;84;15;1;100;01.01.2018;2018;96;;1979;0.04244568;0.007579586;0.000505306;0.050530571;;;;;;;;;;;;;;
1; Affoltern ;2; Affoltern a.A. ;499;106;6;611;01.01.2019;2019;124;123.5;12309;0.040539443;0.008611585;0.000487448;0.049638476;0.039625291;0.010005506;0.000474536;0.050094645;2;1.64%;0.00929222;29.74%;0.00159871;22.80%;0.00022114;83.04%;0.01111207;28.84%
1; Affoltern ;2; Affoltern a.A. ;352;79;3;434;01.01.2012;2012;122;;11265;0.031247226;0.007012872;0.000266312;0.038526409;;;;;;;;;;;;;;
1; Affoltern ;2; Affoltern a.A. ;375;113;5;493;01.01.2013;2013;122;;11342;0.033062952;0.009962969;0.000440839;0.043466761;;;;;;;;;;;;;;
1; Affoltern ;2; Affoltern a.A. ;475;126;5;606;01.01.2014;2014;124;;11540;0.041161179;0.010918544;0.000433276;0.052512998;;;;;;;;;;;;;;
1; Affoltern ;2; Affoltern a.A. ;493;127;5;624;01.01.2015;2015;124;;11695;0.042154767;0.010859342;0.000427533;0.053356135;;;;;;;;;;;;;;
1; Affoltern ;2; Affoltern a.A. ;495;123;5;623;01.01.2016;2016;124;;11868;0.041708797;0.010364004;0.000421301;0.052494102;;;;;;;;;;;;;;
1; Affoltern ;2; Affoltern a.A. ;504;126;10;640;01.01.2017;2017;124;;12080;0.041721854;0.010430464;0.000827815;0.052980132;;;;;;;;;;;;;;
1; Affoltern ;2; Affoltern a.A. ;554;145;6;705;01.01.2018;2018;124;;12201;0.045406114;0.011884272;0.000491763;0.057782149;;;;;;;;;;;;;;
11; Winterthur ;211; Altikon ;20;11;0;31;01.01.2019;2019;114;112.75;698;0.028653295;0.015759312;0;0.044412607;0.028913642;0.014727808;0.000567724;0.043641451;2;1.79%;0.0011452;4.16%;0.00119621;8.21%;0;#DIV/0!;0.00234141;5.57%
11; Winterthur ;211; Altikon ;17;9;0;26;01.01.2012;2012;112;;618;0.027508091;0.014563107;0;0.042071197;;;;;;;;;;;;;;
11; Winterthur ;211; Altikon ;19;10;0;29;01.01.2013;2013;112;;635;0.02992126;0.015748031;0;0.045669291;;;;;;;;;;;;;;
11; Winterthur ;211; Altikon ;19;9;0;28;01.01.2014;2014;112;;657;0.02891933;0.01369863;0;0.04261796;;;;;;;;;;;;;;
11; Winterthur ;211; Altikon ;19;10;1;29;01.01.2015;2015;112;;655;0.029007634;0.015267176;0.001526718;0.044274809;;;;;;;;;;;;;;
11; Winterthur ;211; Altikon ;21;10;1;31;01.01.2016;2016;112;;653;0.032159265;0.015313936;0.001531394;0.047473201;;;;;;;;;;;;;;
11; Winterthur ;211; Altikon ;19;8;1;27;01.01.2017;2017;114;;674;0.028189911;0.011869436;0.00148368;0.040059347;;;;;;;;;;;;;;
11; Winterthur ;211; Altikon ;19;11;0;30;01.01.2018;2018;114;;705;0.026950355;0.015602837;0;0.042553191;;;;;;;;;;;;;;
2; Andelfingen ;30; Andelfingen ;57;14;1;72;01.01.2019;2019;112;112.625;2238;0.025469169;0.006255585;0.000446828;0.032171582;0.026735632;0.005686234;0.000461398;0.032766083;2;1.82%;-0.00411376;-13.91%;0.00092096;17.26%;-0.00003814;-7.86%;-0.00323094;-9.13%
2; Andelfingen ;30; Andelfingen ;61;11;1;73;01.01.2012;2012;110;;2062;0.029582929;0.005334627;0.000484966;0.035402522;;;;;;;;;;;;;;
2; Andelfingen ;30; Andelfingen ;62;7;1;69;01.01.2013;2013;110;;2100;0.02952381;0.003333333;0.00047619;0.032857143;;;;;;;;;;;;;;
2; Andelfingen ;30; Andelfingen ;58;11;1;70;01.01.2014;2014;112;;2154;0.026926648;0.005106778;0.000464253;0.032497679;;;;;;;;;;;;;;
2; Andelfingen ;30; Andelfingen ;63;13;1;76;01.01.2015;2015;115;;2168;0.029059041;0.00599631;0.000461255;0.035055351;;;;;;;;;;;;;;
2; Andelfingen ;30; Andelfingen ;52;14;1;67;01.01.2016;2016;114;;2221;0.023412877;0.006303467;0.000450248;0.030166592;;;;;;;;;;;;;;
2; Andelfingen ;30; Andelfingen ;56;16;1;73;01.01.2017;2017;114;;2201;0.02544298;0.007269423;0.000454339;0.033166742;;;;;;;;;;;;;;
2; Andelfingen ;30; Andelfingen ;54;13;1;68;01.01.2018;2018;114;;2207;0.024467603;0.005890349;0.000453104;0.030811056;;;;;;;;;;;;;;
3; Buelach ;51; Bachenbuelach ;113;41;0;154;01.01.2019;2019;106;102.25;4169;0.027104821;0.009834493;0;0.036939314;0.031122603;0.010219059;9.28E-05;0.041465616;12;12.77%;-0.00607053;-18.30%;-0.00089137;-8.31%;-0.00024944;-100.00%;-0.00746079;-16.80%
3; Buelach ;51; Bachenbuelach ;133;43;1;178;01.01.2012;2012;94;;4009;0.033175355;0.010725867;0.000249439;0.0444001;;;;;;;;;;;;;;
3; Buelach ;51; Bachenbuelach ;133;47;0;180;01.01.2013;2013;94;;4038;0.032937098;0.011639425;0;0.044576523;;;;;;;;;;;;;;
3; Buelach ;51; Bachenbuelach ;138;40;0;178;01.01.2014;2014;100;;4064;0.033956693;0.00984252;0;0.043799213;;;;;;;;;;;;;;
3; Buelach ;51; Bachenbuelach ;142;42;1;185;01.01.2015;2015;106;;4026;0.03527074;0.010432191;0.000248385;0.045951316;;;;;;;;;;;;;;
3; Buelach ;51; Bachenbuelach ;124;46;0;170;01.01.2016;2016;106;;4058;0.030556925;0.011335633;0;0.041892558;;;;;;;;;;;;;;
3; Buelach ;51; Bachenbuelach ;111;38;1;150;01.01.2017;2017;106;;4092;0.0271261;0.009286413;0.000244379;0.036656891;;;;;;;;;;;;;;
3; Buelach ;51; Bachenbuelach ;120;36;0;156;01.01.2018;2018;106;;4159;0.02885309;0.008655927;0;0.037509017;;;;;;;;;;;;;;
4; Dielsdorf ;81; Bachs ;26;1;0;27;01.01.2019;2019;127;125.625;596;0.043624161;0.001677852;0;0.045302013;0.038901967;0.004008999;0;0.042693196;5;4.10%;0.00355448;8.87%;-0.00354863;-67.90%;0;#DIV/0!;0.00174801;4.01%
4; Dielsdorf ;81; Bachs ;23;3;0;25;01.01.2012;2012;122;;574;0.040069686;0.005226481;0;0.043554007;;;;;;;;;;;;;;
4; Dielsdorf ;81; Bachs ;23;3;0;26;01.01.2013;2013;122;;607;0.037891269;0.004942339;0;0.042833608;;;;;;;;;;;;;;
4; Dielsdorf ;81; Bachs ;24;3;0;27;01.01.2014;2014;124;;598;0.040133779;0.005016722;0;0.045150502;;;;;;;;;;;;;;
4; Dielsdorf ;81; Bachs ;23;3;0;26;01.01.2015;2015;124;;585;0.039316239;0.005128205;0;0.044444444;;;;;;;;;;;;;;
4; Dielsdorf ;81; Bachs ;22;4;0;26;01.01.2016;2016;129;;601;0.036605657;0.006655574;0;0.043261231;;;;;;;;;;;;;;
4; Dielsdorf ;81; Bachs ;24;1;0;25;01.01.2017;2017;130;;588;0.040816327;0.00170068;0;0.042517007;;;;;;;;;;;;;;
4; Dielsdorf ;81; Bachs ;19;1;0;20;01.01.2018;2018;127;;580;0.032758621;0.001724138;0;0.034482759;;;;;;;;;;;;;;
6; Hinwil ;111; Baeretswil ;145;72;3;220;01.01.2019;2019;105;103.5;5055;0.028684471;0.014243323;0.000593472;0.043521266;0.028708828;0.014382506;0.000626299;0.043742405;0;0.00%;0.00068122;2.43%;-0.00036707;-2.51%;-0.00001529;-2.51%;0.00029886;0.69%
6; Hinwil ;111; Baeretswil ;138;72;3;213;01.01.2012;2012;105;;4928;0.028003247;0.01461039;0.000608766;0.043222403;;;;;;;;;;;;;;
6; Hinwil ;111; Baeretswil ;141;72;3;216;01.01.2013;2013;105;;4900;0.02877551;0.014693878;0.000612245;0.044081633;;;;;;;;;;;;;;
6; Hinwil ;111; Baeretswil ;146;73;3;222;01.01.2014;2014;102;;4993;0.029240937;0.014620469;0.000600841;0.044462247;;;;;;;;;;;;;;
6; Hinwil ;111; Baeretswil ;138;72;3;213;01.01.2015;2015;102;;4958;0.027833804;0.014521985;0.000605083;0.042960871;;;;;;;;;;;;;;
6; Hinwil ;111; Baeretswil ;143;73;3;220;01.01.2016;2016;102;;5046;0.028339279;0.014466904;0.00059453;0.04359889;;;;;;;;;;;;;;
6; Hinwil ;111; Baeretswil ;149;69;3;221;01.01.2017;2017;102;;5026;0.029645842;0.013728611;0.000596896;0.043971349;;;;;;;;;;;;;;
6; Hinwil ;111; Baeretswil ;146;71;4;221;01.01.2018;2018;105;;5009;0.029147534;0.014174486;0.000798563;0.044120583;;;;;;;;;;;;;;
3; Buelach ;52; Bassersdorf ;155;45;2;202;01.01.2019;2019;109;107.125;11832;0.013100068;0.003803245;0.000169033;0.017072346;0.017041173;0.005265783;0.000217677;0.022524634;5;4.81%;-0.00764978;-36.87%;-0.00287589;-43.06%;-0.00009813;-36.73%;-0.0106238;-38.36%
3; Buelach ;52; Bassersdorf ;233;75;3;311;01.01.2012;2012;104;;11229;0.020749844;0.006679134;0.000267165;0.027696144;;;;;;;;;;;;;;
3; Buelach ;52; Bassersdorf ;224;59;3;286;01.01.2013;2013;104;;11318;0.019791483;0.005212935;0.000265064;0.025269482;;;;;;;;;;;;;;
3; Buelach ;52; Bassersdorf ;229;67;3;299;01.01.2014;2014;104;;11371;0.02013895;0.005892182;0.000263829;0.026294961;;;;;;;;;;;;;;
3; Buelach ;52; Bassersdorf ;208;68;2;278;01.01.2015;2015;109;;11561;0.017991523;0.005881844;0.000172995;0.024046363;;;;;;;;;;;;;;
3; Buelach ;52; Bassersdorf ;180;64;2;246;01.01.2016;2016;109;;11551;0.015583066;0.005540646;0.000173145;0.021296857;;;;;;;;;;;;;;
3; Buelach ;52; Bassersdorf ;166;57;3;226;01.01.2017;2017;109;;11593;0.014318986;0.00491676;0.000258777;0.019494523;;;;;;;;;;;;;;
3; Buelach ;52; Bassersdorf ;171;49;2;222;01.01.2018;2018;109;;11668;0.014655468;0.00419952;0.000171409;0.019026397;;;;;;;;;;;;;;
9; Pfaeffikon ;297; Bauma ;168;84;1;253;01.01.2019;2019;116;116.875;4870;0.03449692;0.01724846;0.000205339;0.051950719;0.032134246;0.014590544;0.000342363;0.047041773;-1;-0.85%;0.00473111;15.89%;0.00433535;33.57%;-0.00045126;-68.73%;0.0086152;19.88%
9; Pfaeffikon ;297; Bauma ;136;59;3;198;01.01.2012;2012;117;;4569;0.029765813;0.01291311;0.000656599;0.043335522;;;;;;;;;;;;;;
9; Pfaeffikon ;297; Bauma ;158;57;3;218;01.01.2013;2013;117;;4650;0.033978495;0.012258065;0.000645161;0.04688172;;;;;;;;;;;;;;
9; Pfaeffikon ;297; Bauma ;152;61;1;214;01.01.2014;2014;117;;4718;0.032217041;0.012929207;0.000211954;0.045358203;;;;;;;;;;;;;;
9; Pfaeffikon ;297; Bauma ;155;75;1;231;01.01.2015;2015;116;;4837;0.032044656;0.015505479;0.00020674;0.047756874;;;;;;;;;;;;;;
9; Pfaeffikon ;297; Bauma ;151;73;2;226;01.01.2016;2016;116;;4896;0.030841503;0.014910131;0.000408497;0.046160131;;;;;;;;;;;;;;
9; Pfaeffikon ;297; Bauma ;159;81;1;240;01.01.2017;2017;116;;4925;0.032284264;0.016446701;0.000203046;0.048730964;;;;;;;;;;;;;;
9; Pfaeffikon ;297; Bauma ;156;72;1;229;01.01.2018;2018;120;;4961;0.031445273;0.014513203;0.000201572;0.046160048;;;;;;;;;;;;;;
2; Andelfingen ;22; Benken ;20;10;0;30;01.01.2019;2019;118;118.5;847;0.023612751;0.011806375;0;0.035419126;0.030928199;0.00945006;0.000151883;0.040530143;-1;-0.84%;-0.00554885;-19.03%;0.01059131;871.66%;-0.00121507;-100.00%;0.00382739;12.12%
2; Andelfingen ;22; Benken ;24;1;1;26;01.01.2012;2012;119;;823;0.029161604;0.001215067;0.001215067;0.031591738;;;;;;;;;;;;;;
2; Andelfingen ;22; Benken ;25;8;0;33;01.01.2013;2013;119;;828;0.030193237;0.009661836;0;0.039855072;;;;;;;;;;;;;;
2; Andelfingen ;22; Benken ;24;9;0;33;01.01.2014;2014;119;;824;0.029126214;0.01092233;0;0.040048544;;;;;;;;;;;;;;
2; Andelfingen ;22; Benken ;25;8;0;33;01.01.2015;2015;119;;859;0.029103609;0.009313155;0;0.038416764;;;;;;;;;;;;;;
2; Andelfingen ;22; Benken ;30;11;0;41;01.01.2016;2016;118;;858;0.034965035;0.012820513;0;0.047785548;;;;;;;;;;;;;;
2; Andelfingen ;22; Benken ;30;8;0;38;01.01.2017;2017;118;;857;0.035005834;0.009334889;0;0.044340723;;;;;;;;;;;;;;
2; Andelfingen ;22; Benken ;31;9;0;40;01.01.2018;2018;118;;855;0.03625731;0.010526316;0;0.046783626;;;;;;;;;;;;;;
2; Andelfingen ;23; Berg a.I. ;17;;0;17;01.01.2019;2019;98;106.75;578;0.029411765;0;0;0.029411765;0.040150541;0.003048336;0;0.042545013;-12;-10.91%;-0.0114741;-28.06%;-0.00511073;-100.00%;0;#DIV/0!;-0.01488125;-33.60%
2; Andelfingen ;23; Berg a.I. ;24;3;0;26;01.01.2012;2012;110;;587;0.04088586;0.005110733;0;0.044293015;;;;;;;;;;;;;;
2; Andelfingen ;23; Berg a.I. ;22;3;0;25;01.01.2013;2013;109;;576;0.038194444;0.005208333;0;0.043402778;;;;;;;;;;;;;;
2; Andelfingen ;23; Berg a.I. ;22;2;0;24;01.01.2014;2014;109;;579;0.037996546;0.003454231;0;0.041450777;;;;;;;;;;;;;;
2; Andelfingen ;23; Berg a.I. ;22;2;0;23;01.01.2015;2015;109;;567;0.038800705;0.003527337;0;0.040564374;;;;;;;;;;;;;;
2; Andelfingen ;23; Berg a.I. ;21;2;0;22;01.01.2016;2016;109;;567;0.037037037;0.003527337;0;0.038800705;;;;;;;;;;;;;;
2; Andelfingen ;23; Berg a.I. ;21;2;0;23;01.01.2017;2017;109;;562;0.037366548;0.003558719;0;0.040925267;;;;;;;;;;;;;;
2; Andelfingen ;23; Berg a.I. ;35;;0;35;01.01.2018;2018;101;;569;0.061511424;0;0;0.061511424;;;;;;;;;;;;;;
5; Dietikon ;242; Birmensdorf ;205;29;2;236;01.01.2019;2019;110;108.125;6714;0.030533214;0.004319333;0.000297885;0.035150432;0.02894218;0.004039917;0.000336329;0.033297786;5;4.76%;0.00095835;3.24%;0.00129463;42.80%;0.00012985;77.27%;0.00238283;7.27%
5; Dietikon ;242; Birmensdorf ;176;18;1;195;01.01.2012;2012;105;;5951;0.029574861;0.003024702;0.000168039;0.032767602;;;;;;;;;;;;;;
5; Dietikon ;242; Birmensdorf ;169;19;2;189;01.01.2013;2013;100;;6056;0.027906209;0.003137384;0.000330251;0.031208719;;;;;;;;;;;;;;
5; Dietikon ;242; Birmensdorf ;186;18;2;206;01.01.2014;2014;110;;6167;0.030160532;0.002918761;0.000324307;0.0334036;;;;;;;;;;;;;;
5; Dietikon ;242; Birmensdorf ;175;29;1;205;01.01.2015;2015;110;;6235;0.028067362;0.004651163;0.000160385;0.032878909;;;;;;;;;;;;;;
5; Dietikon ;242; Birmensdorf ;167;33;3;203;01.01.2016;2016;110;;6274;0.026617788;0.005259802;0.000478164;0.032355754;;;;;;;;;;;;;;
5; Dietikon ;242; Birmensdorf ;184;30;3;217;01.01.2017;2017;110;;6385;0.028817541;0.004698512;0.000469851;0.033985904;;;;;;;;;;;;;;
5; Dietikon ;242; Birmensdorf ;194;28;3;225;01.01.2018;2018;110;;6497;0.029859935;0.004309681;0.000461752;0.034631368;;;;;;;;;;;;;;
1; Affoltern ;3; Bonstetten ;161;8;2;171;01.01.2019;2019;109;108.5;5576;0.028873745;0.00143472;0.00035868;0.030667145;0.032061928;0.003203785;0.000324516;0.035613908;4;3.81%;-0.00715014;-19.85%;-0.00318867;-68.97%;-0.0000266;-6.90%;-0.01036541;-25.26%
1; Affoltern ;3; Bonstetten ;187;24;2;213;01.01.2012;2012;105;;5191;0.036023887;0.004623387;0.000385282;0.041032556;;;;;;;;;;;;;;
1; Affoltern ;3; Bonstetten ;189;9;2;200;01.01.2013;2013;108;;5254;0.035972592;0.001712981;0.000380662;0.038066235;;;;;;;;;;;;;;
1; Affoltern ;3; Bonstetten ;183;27;1;212;01.01.2014;2014;108;;5279;0.034665656;0.005114605;0.00018943;0.040159121;;;;;;;;;;;;;;
1; Affoltern ;3; Bonstetten ;175;30;1;206;01.01.2015;2015;108;;5322;0.032882375;0.005636979;0.000187899;0.038707253;;;;;;;;;;;;;;
1; Affoltern ;3; Bonstetten ;162;9;2;173;01.01.2016;2016;110;;5422;0.029878274;0.001659904;0.000368868;0.031907045;;;;;;;;;;;;;;
1; Affoltern ;3; Bonstetten ;156;20;2;178;01.01.2017;2017;110;;5491;0.028410126;0.003642324;0.000364232;0.032416682;;;;;;;;;;;;;;
1; Affoltern ;3; Bonstetten ;165;10;2;177;01.01.2018;2018;110;;5539;0.029788771;0.00180538;0.000361076;0.031955227;;;;;;;;;;;;;;
4; Dielsdorf ;82; Boppelsen ;33;2;0;35;01.01.2019;2019;91;89.125;1424;0.023174157;0.001404494;0;0.024578652;0.029482378;0.001213012;0;0.030694444;3;3.41%;-0.00900795;-27.99%;0.00061957;78.93%;0;#DIV/0!;-0.00838838;-25.44%
4; Dielsdorf ;82; Boppelsen ;41;1;0;42;01.01.2012;2012;88;;1274;0.032182104;0.000784929;0;0.032967033;;;;;;;;;;;;;;
4; Dielsdorf ;82; Boppelsen ;40;2;0;41;01.01.2013;2013;88;;1304;0.030674847;0.001533742;0;0.031441718;;;;;;;;;;;;;;
4; Dielsdorf ;82; Boppelsen ;42;1;0;43;01.01.2014;2014;88;;1280;0.0328125;0.00078125;0;0.03359375;;;;;;;;;;;;;;
4; Dielsdorf ;82; Boppelsen ;40;1;0;42;01.01.2015;2015;88;;1317;0.030372058;0.000759301;0;0.031890661;;;;;;;;;;;;;;
4; Dielsdorf ;82; Boppelsen ;41;2;0;43;01.01.2016;2016;88;;1318;0.031107739;0.001517451;0;0.03262519;;;;;;;;;;;;;;
4; Dielsdorf ;82; Boppelsen ;38;2;0;40;01.01.2017;2017;91;;1365;0.027838828;0.001465201;0;0.029304029;;;;;;;;;;;;;;
4; Dielsdorf ;82; Boppelsen ;38;2;0;40;01.01.2018;2018;91;;1372;0.027696793;0.001457726;0;0.029154519;;;;;;;;;;;;;;
11; Winterthur ;213; Bruetten ;51;5;1;57;01.01.2019;2019;89;87.5;2068;0.024661509;0.002417795;0.000483559;0.027562863;0.028570191;0.003280853;0.000434056;0.0322851;6;7.23%;-0.00506141;-17.03%;0.00090646;59.98%;-0.00002022;-4.01%;-0.00417517;-13.16%
11; Winterthur ;213; Bruetten ;59;3;1;63;01.01.2012;2012;83;;1985;0.029722922;0.001511335;0.000503778;0.031738035;;;;;;;;;;;;;;
11; Winterthur ;213; Bruetten ;60;3;1;64;01.01.2013;2013;86;;2008;0.029880478;0.001494024;0.000498008;0.03187251;;;;;;;;;;;;;;
11; Winterthur ;213; Bruetten ;58;9;0;67;01.01.2014;2014;86;;2031;0.028557361;0.004431315;0;0.032988676;;;;;;;;;;;;;;
11; Winterthur ;213; Bruetten ;59;9;1;69;01.01.2015;2015;89;;2006;0.029411765;0.00448654;0.000498504;0.03439681;;;;;;;;;;;;;;
11; Winterthur ;213; Bruetten ;60;9;1;70;01.01.2016;2016;89;;2021;0.029688273;0.004453241;0.000494805;0.034636319;;;;;;;;;;;;;;
11; Winterthur ;213; Bruetten ;61;8;1;70;01.01.2017;2017;89;;2016;0.030257937;0.003968254;0.000496032;0.034722222;;;;;;;;;;;;;;
11; Winterthur ;213; Bruetten ;53;7;1;61;01.01.2018;2018;89;;2009;0.026381284;0.003484321;0.00049776;0.030363365;;;;;;;;;;;;;;
6; Hinwil ;112; Bubikon ;187;25;1;213;01.01.2019;2019;112;106.375;7349;0.025445639;0.003401823;0.000136073;0.028983535;0.027477208;0.003501843;0.000210807;0.031189857;5;4.67%;-0.00285074;-10.07%;0.00048467;16.61%;-0.00000979;-6.71%;-0.00237586;-7.58%
6; Hinwil ;112; Bubikon ;194;20;1;215;01.01.2012;2012;107;;6856;0.028296383;0.002917153;0.000145858;0.031359393;;;;;;;;;;;;;;
6; Hinwil ;112; Bubikon ;202;23;1;226;01.01.2013;2013;107;;6936;0.029123414;0.003316032;0.000144175;0.032583622;;;;;;;;;;;;;;
6; Hinwil ;112; Bubikon ;205;27;1;233;01.01.2014;2014;107;;6979;0.029373836;0.003868749;0.000143287;0.033385872;;;;;;;;;;;;;;
6; Hinwil ;112; Bubikon ;197;26;1;224;01.01.2015;2015;107;;7027;0.028034723;0.003700014;0.000142308;0.031877046;;;;;;;;;;;;;;
6; Hinwil ;112; Bubikon ;183;26;3;212;01.01.2016;2016;102;;7119;0.025705858;0.003652198;0.000421408;0.029779463;;;;;;;;;;;;;;
6; Hinwil ;112; Bubikon ;199;26;3;228;01.01.2017;2017;102;;7194;0.027661941;0.003614123;0.000417014;0.031693078;;;;;;;;;;;;;;
6; Hinwil ;112; Bubikon ;192;26;1;219;01.01.2018;2018;107;;7335;0.026175869;0.003544649;0.000136333;0.029856851;;;;;;;;;;;;;;
